high,low,open,close,volume,adjclose,Date,weekly_returns,month
36727.0,36727.0,36727.0,36727.0,0.0,36727.0,1999-05-14,-0.0347446713448448,May
35929.0,35929.0,35929.0,35929.0,0.0,35929.0,1999-05-17,-0.054947656373296856,May
36541.0,36541.0,36541.0,36541.0,0.0,36541.0,1999-05-18,-0.029120280574966125,May
37432.0,37432.0,37432.0,37432.0,0.0,37432.0,1999-05-19,0.005317720363108986,May
37464.0,37464.0,37464.0,37464.0,0.0,37464.0,1999-05-20,-0.0022637087538949106,May
37737.0,37737.0,37737.0,37737.0,0.0,37737.0,1999-05-21,0.027500204209437197,May
37295.0,37295.0,37295.0,37295.0,0.0,37295.0,1999-05-24,0.038019427203651646,May
37234.0,37234.0,37234.0,37234.0,0.0,37234.0,1999-05-25,0.018964998221176213,May
37444.0,37444.0,37444.0,37444.0,0.0,37444.0,1999-05-26,0.0003205813207950417,May
36883.0,36883.0,36883.0,36883.0,0.0,36883.0,1999-05-27,-0.015508221225710016,May
36873.0,36873.0,36873.0,36873.0,0.0,36873.0,1999-05-28,-0.022895301693298356,May
37088.0,37088.0,37088.0,37088.0,0.0,37088.0,1999-05-31,-0.005550341868883229,May
36729.0,36729.0,36729.0,36729.0,0.0,36729.0,1999-06-01,-0.01356287264328302,Jun
36580.0,36580.0,36580.0,36580.0,0.0,36580.0,1999-06-02,-0.023074457857066553,Jun
37098.0,37098.0,37098.0,37098.0,0.0,37098.0,1999-06-03,0.005829243825068459,Jun
36973.0,36973.0,36973.0,36973.0,0.0,36973.0,1999-06-04,0.0027120114989287554,Jun
37122.0,37122.0,37122.0,37122.0,0.0,37122.0,1999-06-07,0.0009167385677308024,Jun
37251.0,37251.0,37251.0,37251.0,0.0,37251.0,1999-06-08,0.014212202891448174,Jun
37227.0,37227.0,37227.0,37227.0,0.0,37227.0,1999-06-09,0.01768726079825041,Jun
36871.0,36871.0,36871.0,36871.0,0.0,36871.0,1999-06-10,-0.006118928244110195,Jun
36878.0,36878.0,36878.0,36878.0,0.0,36878.0,1999-06-11,-0.0025694425661969547,Jun
36402.0,36402.0,36402.0,36402.0,0.0,36402.0,1999-06-14,-0.019395506707612736,Jun
36493.0,36493.0,36493.0,36493.0,0.0,36493.0,1999-06-15,-0.020348447021556467,Jun
36927.0,36927.0,36927.0,36927.0,0.0,36927.0,1999-06-16,-0.008058667096462245,Jun
36978.0,36978.0,36978.0,36978.0,0.0,36978.0,1999-06-17,0.0029020097095278133,Jun
37312.0,37312.0,37312.0,37312.0,0.0,37312.0,1999-06-18,0.011768534085362548,Jun
37330.0,37330.0,37330.0,37330.0,0.0,37330.0,1999-06-21,0.02549310477446294,Jun
37146.0,37146.0,37146.0,37146.0,0.0,37146.0,1999-06-22,0.017893842654755708,Jun
37168.0,37168.0,37168.0,37168.0,0.0,37168.0,1999-06-23,0.00652638990440599,Jun
37110.0,37110.0,37110.0,37110.0,0.0,37110.0,1999-06-24,0.003569690085997079,Jun
36754.0,36754.0,36754.0,36754.0,0.0,36754.0,1999-06-25,-0.014954974271012007,Jun
36751.0,36751.0,36751.0,36751.0,0.0,36751.0,1999-06-28,-0.015510313420841146,Jun
36827.0,36827.0,36827.0,36827.0,0.0,36827.0,1999-06-29,-0.008587734883971356,Jun
36717.0,36717.0,36717.0,36717.0,0.0,36717.0,1999-06-30,-0.012134093844167025,Jun
37103.0,37103.0,37103.0,37103.0,0.0,37103.0,1999-07-01,-0.00018862840204796551,Jul
37137.0,37137.0,37137.0,37137.0,0.0,37137.0,1999-07-02,0.010420634488763127,Jul
37830.0,37830.0,37830.0,37830.0,0.0,37830.0,1999-07-05,0.029359745313052705,Jul
38101.0,38101.0,38101.0,38101.0,0.0,38101.0,1999-07-06,0.03459418361528226,Jul
38084.0,38084.0,38084.0,38084.0,0.0,38084.0,1999-07-07,0.03723071057003568,Jul
38240.0,38240.0,38240.0,38240.0,0.0,38240.0,1999-07-08,0.030644422283912353,Jul
38318.0,38318.0,38318.0,38318.0,0.0,38318.0,1999-07-09,0.03180116864582492,Jul
38130.0,38130.0,38130.0,38130.0,0.0,38130.0,1999-07-12,0.007930214115781126,Jul
37500.0,37500.0,37500.0,37500.0,0.0,37500.0,1999-07-13,-0.01577386420303929,Jul
37666.0,37666.0,37666.0,37666.0,0.0,37666.0,1999-07-14,-0.010975737842663586,Jul
37859.0,37859.0,37859.0,37859.0,0.0,37859.0,1999-07-15,-0.009963389121338912,Jul
37635.0,37635.0,37635.0,37635.0,0.0,37635.0,1999-07-16,-0.017824521112792945,Jul
37444.0,37444.0,37444.0,37444.0,0.0,37444.0,1999-07-19,-0.017991083136637817,Jul
36668.0,36668.0,36668.0,36668.0,0.0,36668.0,1999-07-20,-0.022186666666666667,Jul
35873.0,35873.0,35873.0,35873.0,0.0,35873.0,1999-07-21,-0.04760261243561833,Jul
35729.0,35729.0,35729.0,35729.0,0.0,35729.0,1999-07-22,-0.05626139095063261,Jul
35216.0,35216.0,35216.0,35216.0,0.0,35216.0,1999-07-23,-0.06427527567423941,Jul
34475.0,34475.0,34475.0,34475.0,0.0,34475.0,1999-07-26,-0.0792917423352206,Jul
34579.0,34579.0,34579.0,34579.0,0.0,34579.0,1999-07-27,-0.05697065561252318,Jul
34209.0,34209.0,34209.0,34209.0,0.0,34209.0,1999-07-28,-0.046385861232681964,Jul
33281.0,33281.0,33281.0,33281.0,0.0,33281.0,1999-07-29,-0.06851577150214112,Jul
34040.0,34040.0,34040.0,34040.0,0.0,34040.0,1999-07-30,-0.03339391185824625,Jul
34404.0,34404.0,34404.0,34404.0,0.0,34404.0,1999-08-02,-0.0020594633792603337,Aug
34252.0,34252.0,34252.0,34252.0,0.0,34252.0,1999-08-03,-0.009456606610948841,Aug
34008.0,34008.0,34008.0,34008.0,0.0,34008.0,1999-08-04,-0.00587564675962466,Aug
33284.0,33284.0,33284.0,33284.0,0.0,33284.0,1999-08-05,9.014152218983804e-05,Aug
33045.0,33045.0,33045.0,33045.0,0.0,33045.0,1999-08-06,-0.029230317273795534,Aug
33584.0,33584.0,33584.0,33584.0,0.0,33584.0,1999-08-09,-0.023834437856063248,Aug
33074.0,33074.0,33074.0,33074.0,0.0,33074.0,1999-08-10,-0.03439215228307836,Aug
33228.0,33228.0,33228.0,33228.0,0.0,33228.0,1999-08-11,-0.022935779816513763,Aug
34096.0,34096.0,34096.0,34096.0,0.0,34096.0,1999-08-12,0.024396106237231104,Aug
34487.0,34487.0,34487.0,34487.0,0.0,34487.0,1999-08-13,0.04363746406415494,Aug
34562.0,34562.0,34562.0,34562.0,0.0,34562.0,1999-08-16,0.029121010004764174,Aug
35024.0,35024.0,35024.0,35024.0,0.0,35024.0,1999-08-17,0.05895869867569692,Aug
34714.0,34714.0,34714.0,34714.0,0.0,34714.0,1999-08-18,0.044721319369206695,Aug
34421.0,34421.0,34421.0,34421.0,0.0,34421.0,1999-08-19,0.009531909901454716,Aug
34770.0,34770.0,34770.0,34770.0,0.0,34770.0,1999-08-20,0.008205990663148434,Aug
35333.0,35333.0,35333.0,35333.0,0.0,35333.0,1999-08-23,0.022307736820785833,Aug
35619.0,35619.0,35619.0,35619.0,0.0,35619.0,1999-08-24,0.016988350845134764,Aug
36048.0,36048.0,36048.0,36048.0,0.0,36048.0,1999-08-25,0.038428299821397706,Aug
36239.0,36239.0,36239.0,36239.0,0.0,36239.0,1999-08-26,0.05281659452078673,Aug
36192.0,36192.0,36192.0,36192.0,0.0,36192.0,1999-08-27,0.04089732528041415,Aug
36002.0,36002.0,36002.0,36002.0,0.0,36002.0,1999-08-30,0.018934140888121585,Aug
35199.0,35199.0,35199.0,35199.0,0.0,35199.0,1999-08-31,-0.011791459614250821,Aug
35470.0,35470.0,35470.0,35470.0,0.0,35470.0,1999-09-01,-0.016034176653351086,Sep
34789.0,34789.0,34789.0,34789.0,0.0,34789.0,1999-09-02,-0.040012141615386736,Sep
35617.0,35617.0,35617.0,35617.0,0.0,35617.0,1999-09-03,-0.015887488947833775,Sep
35856.0,35856.0,35856.0,35856.0,0.0,35856.0,1999-09-06,-0.0040553302594300315,Sep
35538.0,35538.0,35538.0,35538.0,0.0,35538.0,1999-09-07,0.009630955424870025,Sep
35763.0,35763.0,35763.0,35763.0,0.0,35763.0,1999-09-08,0.008260501832534536,Sep
35821.0,35821.0,35821.0,35821.0,0.0,35821.0,1999-09-09,0.02966454913909569,Sep
36124.0,36124.0,36124.0,36124.0,0.0,36124.0,1999-09-10,0.014234775528539743,Sep
35926.0,35926.0,35926.0,35926.0,0.0,35926.0,1999-09-13,0.0019522534582775547,Sep
35680.0,35680.0,35680.0,35680.0,0.0,35680.0,1999-09-14,0.003995722888176037,Sep
35751.0,35751.0,35751.0,35751.0,0.0,35751.0,1999-09-15,-0.0003355423202751447,Sep
35751.0,35751.0,35751.0,35751.0,0.0,35751.0,1999-09-16,-0.001954160967030513,Sep
35843.0,35843.0,35843.0,35843.0,0.0,35843.0,1999-09-17,-0.00777876204185583,Sep
35924.0,35924.0,35924.0,35924.0,0.0,35924.0,1999-09-20,-5.566998830930246e-05,Sep
35814.0,35814.0,35814.0,35814.0,0.0,35814.0,1999-09-21,0.003755605381165919,Sep
35831.0,35831.0,35831.0,35831.0,0.0,35831.0,1999-09-22,0.0022376996447651815,Sep
36097.0,36097.0,36097.0,36097.0,0.0,36097.0,1999-09-23,0.00967805096360941,Sep
36000.0,36000.0,36000.0,36000.0,0.0,36000.0,1999-09-24,0.004380213709789917,Sep
36014.0,36014.0,36014.0,36014.0,0.0,36014.0,1999-09-27,0.002505288943324797,Sep
35836.0,35836.0,35836.0,35836.0,0.0,35836.0,1999-09-28,0.0006142849165130954,Sep
35351.0,35351.0,35351.0,35351.0,0.0,35351.0,1999-09-29,-0.013396221149284139,Sep
35270.0,35270.0,35270.0,35270.0,0.0,35270.0,1999-09-30,-0.02291049117655207,Sep
35255.0,35255.0,35255.0,35255.0,0.0,35255.0,1999-10-01,-0.020694444444444446,Oct
35480.0,35480.0,35480.0,35480.0,0.0,35480.0,1999-10-04,-0.014827567057255511,Oct
35421.0,35421.0,35421.0,35421.0,0.0,35421.0,1999-10-05,-0.01158053354168992,Oct
35514.0,35514.0,35514.0,35514.0,0.0,35514.0,1999-10-06,0.00461090209612175,Oct
35541.0,35541.0,35541.0,35541.0,0.0,35541.0,1999-10-07,0.007683583782251205,Oct
35338.0,35338.0,35338.0,35338.0,0.0,35338.0,1999-10-08,0.002354275989221387,Oct
35194.0,35194.0,35194.0,35194.0,0.0,35194.0,1999-10-11,-0.008060879368658399,Oct
34548.0,34548.0,34548.0,34548.0,0.0,34548.0,1999-10-12,-0.02464639620564072,Oct
34216.0,34216.0,34216.0,34216.0,0.0,34216.0,1999-10-13,-0.03654896660471926,Oct
34011.0,34011.0,34011.0,34011.0,0.0,34011.0,1999-10-14,-0.04304887313243859,Oct
33362.0,33362.0,33362.0,33362.0,0.0,33362.0,1999-10-15,-0.055917143018846566,Oct
32874.0,32874.0,32874.0,32874.0,0.0,32874.0,1999-10-18,-0.0659203273285219,Oct
33503.0,33503.0,33503.0,33503.0,0.0,33503.0,1999-10-19,-0.030247771216857705,Oct
33333.0,33333.0,33333.0,33333.0,0.0,33333.0,1999-10-20,-0.025806640168342297,Oct
33203.0,33203.0,33203.0,33203.0,0.0,33203.0,1999-10-21,-0.02375701978771574,Oct
33779.0,33779.0,33779.0,33779.0,0.0,33779.0,1999-10-22,0.012499250644445776,Oct
33335.0,33335.0,33335.0,33335.0,0.0,33335.0,1999-10-25,0.014023240250654012,Oct
33415.0,33415.0,33415.0,33415.0,0.0,33415.0,1999-10-26,-0.0026266304510043875,Oct
33396.0,33396.0,33396.0,33396.0,0.0,33396.0,1999-10-27,0.001890018900189002,Oct
34084.0,34084.0,34084.0,34084.0,0.0,34084.0,1999-10-28,0.026533746950576757,Oct
34228.0,34228.0,34228.0,34228.0,0.0,34228.0,1999-10-29,0.013292282187157702,Oct
34228.0,34228.0,34228.0,34228.0,0.0,34228.0,1999-11-01,0.026788660566971653,Nov
34060.0,34060.0,34060.0,34060.0,0.0,34060.0,1999-11-02,0.019302708364506958,Nov
34074.0,34074.0,34074.0,34074.0,0.0,34074.0,1999-11-03,0.02030183255479698,Nov
34514.0,34514.0,34514.0,34514.0,0.0,34514.0,1999-11-04,0.012615890153737824,Nov
34333.0,34333.0,34333.0,34333.0,0.0,34333.0,1999-11-05,0.003067663900899848,Nov
34272.0,34272.0,34272.0,34272.0,0.0,34272.0,1999-11-08,0.0012854972537104125,Nov
34655.0,34655.0,34655.0,34655.0,0.0,34655.0,1999-11-09,0.01746917204932472,Nov
34841.0,34841.0,34841.0,34841.0,0.0,34841.0,1999-11-10,0.02250983154311205,Nov
35075.0,35075.0,35075.0,35075.0,0.0,35075.0,1999-11-11,0.01625427362809295,Nov
34853.0,34853.0,34853.0,34853.0,0.0,34853.0,1999-11-12,0.015145778114350625,Nov
35148.0,35148.0,35148.0,35148.0,0.0,35148.0,1999-11-15,0.025560224089635854,Nov
35304.0,35304.0,35304.0,35304.0,0.0,35304.0,1999-11-16,0.018727456355504258,Nov
35031.0,35031.0,35031.0,35031.0,0.0,35031.0,1999-11-17,0.005453345196750954,Nov
35431.0,35431.0,35431.0,35431.0,0.0,35431.0,1999-11-18,0.01014967925873129,Nov
35575.0,35575.0,35575.0,35575.0,0.0,35575.0,1999-11-19,0.020715576851347086,Nov
35419.0,35419.0,35419.0,35419.0,0.0,35419.0,1999-11-22,0.00771025378399909,Nov
35382.0,35382.0,35382.0,35382.0,0.0,35382.0,1999-11-23,0.0022093813732154996,Nov
35646.0,35646.0,35646.0,35646.0,0.0,35646.0,1999-11-24,0.017555879078530446,Nov
36207.0,36207.0,36207.0,36207.0,0.0,36207.0,1999-11-25,0.02190172447856397,Nov
36190.0,36190.0,36190.0,36190.0,0.0,36190.0,1999-11-26,0.017287420941672522,Nov
36595.0,36595.0,36595.0,36595.0,0.0,36595.0,1999-11-29,0.033202518422315704,Nov
36334.0,36334.0,36334.0,36334.0,0.0,36334.0,1999-11-30,0.02690633655531061,Nov
36834.0,36834.0,36834.0,36834.0,0.0,36834.0,1999-12-01,0.03332772260562195,Dec
36773.0,36773.0,36773.0,36773.0,0.0,36773.0,1999-12-02,0.015632336288562986,Dec
37403.0,37403.0,37403.0,37403.0,0.0,37403.0,1999-12-03,0.03351754628350373,Dec
37600.0,37600.0,37600.0,37600.0,0.0,37600.0,1999-12-06,0.027462768137723734,Dec
37940.0,37940.0,37940.0,37940.0,0.0,37940.0,1999-12-07,0.044201023834425056,Dec
38579.0,38579.0,38579.0,38579.0,0.0,38579.0,1999-12-08,0.04737470815007873,Dec
38550.0,38550.0,38550.0,38550.0,0.0,38550.0,1999-12-09,0.04832349821880184,Dec
38432.0,38432.0,38432.0,38432.0,0.0,38432.0,1999-12-10,0.027511162206240142,Dec
39164.0,39164.0,39164.0,39164.0,0.0,39164.0,1999-12-13,0.04159574468085107,Dec
39531.0,39531.0,39531.0,39531.0,0.0,39531.0,1999-12-14,0.041934633632050605,Dec
39055.0,39055.0,39055.0,39055.0,0.0,39055.0,1999-12-15,0.01233831877446279,Dec
39452.0,39452.0,39452.0,39452.0,0.0,39452.0,1999-12-16,0.023398184176394294,Dec
39738.0,39738.0,39738.0,39738.0,0.0,39738.0,1999-12-17,0.03398209825145712,Dec
40446.0,40446.0,40446.0,40446.0,0.0,40446.0,1999-12-20,0.03273414360126647,Dec
39613.0,39613.0,39613.0,39613.0,0.0,39613.0,1999-12-21,0.0020743214186334773,Dec
40592.0,40592.0,40592.0,40592.0,0.0,40592.0,1999-12-22,0.03935475611317373,Dec
41297.0,41297.0,41297.0,41297.0,0.0,41297.0,1999-12-23,0.04676568995234716,Dec
41297.0,41297.0,41297.0,41297.0,0.0,41297.0,1999-12-24,0.03923196939956716,Dec
41817.0,41817.0,41817.0,41817.0,0.0,41817.0,1999-12-27,0.033897047915739505,Dec
42351.0,42351.0,42351.0,42351.0,0.0,42351.0,1999-12-28,0.06911872365132658,Dec
42473.0,42473.0,42473.0,42473.0,0.0,42473.0,1999-12-29,0.046339180134016555,Dec
42605.0,42605.0,42605.0,42605.0,0.0,42605.0,1999-12-30,0.03167300288156525,Dec
42605.0,42605.0,42605.0,42605.0,0.0,42605.0,1999-12-31,0.03167300288156525,Dec
41226.0,41226.0,41226.0,41226.0,0.0,41226.0,2000-01-03,-0.014133008106750843,Jan
40314.0,40314.0,40314.0,40314.0,0.0,40314.0,2000-01-04,-0.048098037826733726,Jan
39452.0,39452.0,39452.0,39452.0,0.0,39452.0,2000-01-05,-0.07112753984884515,Jan
38835.0,38835.0,38835.0,38835.0,0.0,38835.0,2000-01-06,-0.08848726675272856,Jan
40194.0,40194.0,40194.0,40194.0,0.0,40194.0,2000-01-07,-0.056589602159370964,Jan
39711.0,39711.0,39711.0,39711.0,0.0,39711.0,2000-01-10,-0.03674865376218891,Jan
39870.0,39870.0,39870.0,39870.0,0.0,39870.0,2000-01-11,-0.011013543682095549,Jan
40289.0,40289.0,40289.0,40289.0,0.0,40289.0,2000-01-12,0.02121565446618676,Jan
40499.0,40499.0,40499.0,40499.0,0.0,40499.0,2000-01-13,0.04284794644006695,Jan
41588.0,41588.0,41588.0,41588.0,0.0,41588.0,2000-01-14,0.03468179330248296,Jan
41546.0,41546.0,41546.0,41546.0,0.0,41546.0,2000-01-17,0.046208859006320664,Jan
41109.0,41109.0,41109.0,41109.0,0.0,41109.0,2000-01-18,0.031075996990218208,Jan
41436.0,41436.0,41436.0,41436.0,0.0,41436.0,2000-01-19,0.028469309240735683,Jan
41690.0,41690.0,41690.0,41690.0,0.0,41690.0,2000-01-20,0.029408133534161336,Jan
41702.0,41702.0,41702.0,41702.0,0.0,41702.0,2000-01-21,0.002741175339040108,Jan
42012.0,42012.0,42012.0,42012.0,0.0,42012.0,2000-01-24,0.01121648293457854,Jan
41165.0,41165.0,41165.0,41165.0,0.0,41165.0,2000-01-25,0.0013622321146221023,Jan
41361.0,41361.0,41361.0,41361.0,0.0,41361.0,2000-01-26,-0.001810020272227049,Jan
41939.0,41939.0,41939.0,41939.0,0.0,41939.0,2000-01-27,0.005972655313024706,Jan
41854.0,41854.0,41854.0,41854.0,0.0,41854.0,2000-01-28,0.003644909117068726,Jan
41463.0,41463.0,41463.0,41463.0,0.0,41463.0,2000-01-31,-0.013067694944301628,Jan
42403.0,42403.0,42403.0,42403.0,0.0,42403.0,2000-02-01,0.0300740920685048,Feb
42993.0,42993.0,42993.0,42993.0,0.0,42993.0,2000-02-02,0.03945745992601726,Feb
43889.0,43889.0,43889.0,43889.0,0.0,43889.0,2000-02-03,0.046496101480722,Feb
44091.0,44091.0,44091.0,44091.0,0.0,44091.0,2000-02-04,0.05344769914464567,Feb
43730.0,43730.0,43730.0,43730.0,0.0,43730.0,2000-02-07,0.05467525263487929,Feb
45150.0,45150.0,45150.0,45150.0,0.0,45150.0,2000-02-08,0.06478315213546211,Feb
